segment_id,rf_proba,audio_proba,label
seg_02530,0.9292098314841438,0.705,no_drone
seg_02534,0.8356156572115354,0.815,no_drone
seg_02535,0.879569780753044,0.865,no_drone
seg_02536,0.5491832556180545,0.865,no_drone
seg_02537,0.7759097558203721,0.675,no_drone
seg_02540,0.6719794540438508,0.85,no_drone
seg_02541,0.5895,0.69,no_drone
seg_02542,0.8482506243689888,0.77,no_drone
seg_02543,0.858024720893142,0.445,no_drone
seg_02544,0.9427057293555636,0.73,no_drone
seg_02545_noise,0.9337568026000124,0.595,no_drone
seg_02547,0.9144814895518161,0.415,no_drone
seg_02548,0.9592907253613987,0.585,no_drone
seg_02549,0.9084699640686482,0.5,no_drone
seg_02550,0.8371561448912184,0.63,no_drone
seg_02554,0.9040575366336447,0.815,no_drone
seg_02555,0.8714531191453984,0.87,no_drone
seg_02556,0.7248634336677814,0.885,no_drone
seg_02558,0.9358810960548007,0.905,no_drone
seg_02561,0.6509945061576785,0.89,no_drone
seg_02562,0.890852446611737,0.32,no_drone
seg_02564,0.6438777486512598,0.64,no_drone
seg_02565,0.6462183047283985,0.825,no_drone
seg_02568,0.6279809272852751,0.71,no_drone
seg_02570,0.811317791005291,0.545,no_drone
seg_02571,0.8278435763801616,0.525,no_drone
seg_02572,0.8596186338981423,0.49,no_drone
seg_02576,0.824535886399543,0.695,no_drone
seg_02577,0.7126115430415676,0.705,no_drone
seg_02578,0.8819328046946991,0.73,no_drone
seg_02579,0.35897114997812246,0.6,no_drone
seg_02582,0.7252821869488537,0.595,no_drone
seg_02583,0.8474647246722532,0.7,no_drone
seg_02584,0.8280362631170136,0.5,no_drone
seg_02585,0.8536897355201839,0.57,no_drone
seg_02586,0.8538725658679592,0.48,no_drone
seg_02587_noise,0.8538725658679592,0.455,no_drone
seg_02589,0.8845936483478856,0.555,no_drone
seg_02590,0.9443036343501459,0.455,no_drone
seg_02591,0.664620169445526,0.445,no_drone
seg_02592,0.7988447200128773,0.49,no_drone
seg_02596,0.8498671988388969,0.58,no_drone
seg_02597,0.6895833333333333,0.495,no_drone
seg_02598,0.638769884757396,0.49,no_drone
seg_02600,0.48789196387052686,0.55,no_drone
seg_02603,0.7261628810678468,0.735,no_drone
seg_02604,0.918136844552959,0.77,no_drone
seg_02606,0.6584482758620689,0.68,no_drone
seg_02607,0.7922117254792999,0.635,no_drone
seg_02610,0.8533184649387181,0.66,no_drone
seg_02612,0.7614934678733937,0.605,no_drone
seg_02613,0.8784757850508623,0.54,no_drone
seg_02614,0.73,0.56,no_drone
seg_02618,0.8742802465790543,0.715,no_drone
seg_02619,0.818909876208684,0.665,no_drone
seg_02620,0.8544199134199133,0.765,no_drone
seg_02621,0.787566663191764,0.68,no_drone
seg_02624,0.6731003031800837,0.56,no_drone
seg_02625,0.544375,0.565,no_drone
seg_02626,0.40469393873217124,0.61,no_drone
seg_02627,0.793531746031746,0.715,no_drone
seg_02628,0.9441416839978803,0.61,no_drone
seg_02629_noise,0.9231761727433674,0.38,no_drone
seg_02631,0.6899358974358976,0.705,no_drone
seg_02632,0.8498945147679325,0.77,no_drone
seg_02633,0.6336488494925456,0.755,no_drone
seg_02634,0.9339233933623079,0.685,no_drone
seg_02638,0.8049598604054653,0.675,no_drone
seg_02639,0.670906779661017,0.44,no_drone
seg_02640,0.6823110486306362,0.475,no_drone
seg_02642,0.7372173532378333,0.42,no_drone
seg_02645,0.385,0.595,no_drone
seg_02646,0.9058887040618956,0.685,no_drone
seg_02648,0.5292,0.725,no_drone
seg_02649,0.6990277777777777,0.995,no_drone
seg_02652,0.8546522556390976,0.945,no_drone
seg_02653_noise,0.8546522556390976,0.48,no_drone
seg_02655,0.49769571665447954,0.99,no_drone
seg_02656,0.857653045607591,0.87,no_drone
seg_02657,0.8844707005774199,0.88,no_drone
seg_02658,0.22830077857548076,0.35,no_drone
seg_02662,0.42860892411128293,0.74,no_drone
seg_02663,0.6458333333333335,0.83,no_drone
seg_02664,0.9241683250227507,0.85,no_drone
seg_02666,0.531915562873987,0.98,no_drone
seg_02669,0.912185335456025,0.965,no_drone
seg_02670,0.6487431274180439,0.995,no_drone
seg_02672,0.6623889218889218,0.89,no_drone
seg_02673,0.8177103794831686,0.975,no_drone
seg_02676,0.705,0.89,no_drone
seg_02678,0.81,0.995,no_drone
seg_02679,0.8551977338611607,0.95,no_drone
seg_02680,0.845,1.0,no_drone
seg_02684,0.8894493006993006,1.0,no_drone
seg_02685,0.7410001673474019,0.985,no_drone
seg_02686,0.9090705128205127,0.98,no_drone
seg_02687,0.5,0.925,no_drone
seg_02690,0.585214026498072,0.97,no_drone
seg_02691,0.2758495868351978,0.98,no_drone
seg_02692,0.5535039307895806,0.99,no_drone
seg_02693,0.6014475029081034,0.975,no_drone
seg_02694,0.9095672652340301,0.865,no_drone
seg_02695_noise,0.8901150943851812,0.5,no_drone
seg_02697,0.9407833430401863,0.695,no_drone
seg_02698,0.9073837209302326,0.78,no_drone
seg_02699,0.8849295774647888,0.91,no_drone
seg_02700,0.7998447204968945,0.955,no_drone
seg_02704,0.8055503857280618,0.96,no_drone
seg_02705,0.5033152173913044,0.99,no_drone
seg_02706,0.8965000000000001,0.9,no_drone
seg_02708,0.42071537556962013,0.995,no_drone
seg_02711,0.7388095238095238,0.995,no_drone
seg_02712,0.467041958041958,0.98,no_drone
seg_02714,0.6609288351919932,0.995,no_drone
seg_02715,0.7090000000000001,0.995,no_drone
seg_02718,0.65325,0.955,no_drone
seg_02720,0.37338589743589745,0.965,no_drone
seg_02721,0.605,1.0,no_drone
seg_02722,0.76,0.975,no_drone
seg_02726,0.5151067493112947,0.97,no_drone
seg_02727,0.3885882887057208,0.84,no_drone
seg_02728,0.405,0.965,no_drone
seg_02729,0.39913368185212844,0.985,no_drone
seg_02732,0.86,0.72,no_drone
seg_02734,0.89,0.85,no_drone
seg_02735,0.795,0.945,no_drone
seg_02736,0.835,1.0,no_drone
seg_02740,0.8499840255591055,0.99,no_drone
seg_02741,0.924799331103679,0.75,no_drone
seg_02742,0.85,0.97,no_drone
seg_02743,0.9447333333333333,0.98,no_drone
seg_02746,0.93,0.97,no_drone
seg_02747,0.9075714285714285,0.985,no_drone
seg_02748,0.9445890410958904,0.96,no_drone
seg_02749,0.9196153846153845,0.925,no_drone
seg_02750,0.97,0.995,no_drone
seg_02751_noise,0.96,0.61,no_drone
seg_02753,0.885,0.995,no_drone
seg_02754,0.9,0.99,no_drone
seg_02755,0.9247333333333333,0.995,no_drone
seg_02756,0.8999840255591054,1.0,no_drone
seg_02760,0.93,0.95,no_drone
seg_02761,0.91,0.93,no_drone
seg_02762,0.91,0.86,no_drone
seg_02764,0.95,0.9,no_drone
seg_02767,0.9397692307692307,0.72,no_drone
seg_02768,0.9145833333333334,0.915,no_drone
seg_02770,0.95,0.89,no_drone
seg_02771,0.9194444444444444,0.895,no_drone
seg_02774,0.9,0.955,no_drone
seg_02776,0.91,0.905,no_drone
seg_02777,0.91,0.91,no_drone
seg_02778,0.9794444444444445,0.955,no_drone
seg_02782,0.9342307692307692,1.0,no_drone
seg_02783,0.935,0.985,no_drone
seg_02784,0.935,0.965,no_drone
seg_02785,0.9447333333333333,0.94,no_drone
seg_02788,0.9399840255591054,0.965,no_drone
seg_02789,0.949204260651629,0.99,no_drone
seg_02790,0.945,1.0,no_drone
seg_02791,0.885,1.0,no_drone
seg_02792,0.9497333333333333,0.99,no_drone
seg_02793_noise,0.9599489795918368,0.525,no_drone
seg_02795,0.875,1.0,no_drone
seg_02796,0.8838620689655172,1.0,no_drone
seg_02797,0.85,0.89,no_drone
seg_02798,0.955,0.925,no_drone
seg_02802,0.9449840255591054,1.0,no_drone
seg_02803,0.89,0.985,no_drone
seg_02804,0.975,0.995,no_drone
seg_02806,0.9495,0.935,no_drone
seg_02809,0.855,0.985,no_drone
seg_02810,0.885,0.98,no_drone
seg_02812,0.935,0.99,no_drone
seg_02813,0.9448620689655172,0.98,no_drone
seg_02816,0.93,0.965,no_drone
seg_02818,0.9049840255591054,0.965,no_drone
seg_02819,0.9048620689655172,1.0,no_drone
seg_02820,0.945,1.0,no_drone
seg_02824,0.9047368421052632,0.97,no_drone
seg_02825,0.94375,0.945,no_drone
seg_02826,0.93,0.925,no_drone
seg_02827,0.9198620689655173,0.89,no_drone
seg_02830,0.905,0.94,no_drone
seg_02831,0.91,0.92,no_drone
seg_02832,0.945,0.935,no_drone
seg_02833,0.785,0.9,no_drone
seg_02834,0.985,0.875,no_drone
seg_02835_noise,0.98,0.565,no_drone
seg_02837,0.965,0.73,no_drone
seg_02838,0.78,0.885,no_drone
seg_02839,0.785,0.945,no_drone
seg_02840,0.945,0.955,no_drone
seg_02844,0.9495833333333334,0.99,no_drone
seg_02845,0.905,1.0,no_drone
seg_02846,0.935,0.965,no_drone
seg_02848,0.935,0.985,no_drone
seg_02851,0.81,0.92,no_drone
seg_02852,0.85,0.725,no_drone
seg_02854,0.94,0.985,no_drone
seg_02855,0.895,0.97,no_drone
seg_02858,0.9,0.94,no_drone
seg_02860,0.82875,0.99,no_drone
seg_02861,0.87,0.985,no_drone
seg_02862,0.825,0.93,no_drone
seg_02866,0.92,0.935,no_drone
seg_02867,0.955,0.965,no_drone
seg_02868,0.965,0.945,no_drone
seg_02869,0.965,0.975,no_drone
seg_02872,0.895,0.94,no_drone
seg_02873,0.9499275362318841,0.97,no_drone
seg_02874,0.97,0.92,no_drone
seg_02875,0.895,0.85,no_drone
seg_02876,0.9446666666666667,1.0,no_drone
seg_02877_noise,0.9848304488532433,0.54,no_drone
seg_02879,0.895,1.0,no_drone
seg_02880,0.925,0.985,no_drone
seg_02881,0.785,0.965,no_drone
seg_02882,0.94,0.955,no_drone
seg_02886,0.9625,0.98,no_drone
seg_02887,0.855,0.985,no_drone
seg_02888,0.86,0.98,no_drone
seg_02890,0.9,0.965,no_drone
seg_02893,0.94,0.995,no_drone
seg_02894,0.95,0.975,no_drone
seg_02896,0.965,0.915,no_drone
seg_02897,0.865,1.0,no_drone
seg_02900,0.9649038461538462,0.985,no_drone
seg_02902,0.92,0.985,no_drone
seg_02903,0.9095,0.925,no_drone
seg_02904,0.865,0.93,no_drone
seg_02908,0.895,0.99,no_drone
seg_02909,0.78,0.99,no_drone
seg_02910,0.93,0.99,no_drone
seg_02911,0.945,0.995,no_drone
seg_02914,0.905,1.0,no_drone
seg_02915,0.895,0.99,no_drone
seg_02916,0.935,0.975,no_drone
seg_02917,0.88,0.995,no_drone
seg_02918,0.985,1.0,no_drone
seg_02919_noise,0.96375,0.445,no_drone
seg_02921,0.915,0.79,no_drone
seg_02922,0.96,0.86,no_drone
seg_02923,0.8945000000000001,0.725,no_drone
seg_02924,0.875,0.965,no_drone
seg_02928,0.92,0.755,no_drone
seg_02929,0.84,0.825,no_drone
seg_02930,0.92,0.89,no_drone
seg_02932,0.99,0.985,no_drone
seg_02935,0.81,0.835,no_drone
seg_02936,0.905,0.945,no_drone
seg_02938,0.895,0.97,no_drone
seg_02939,0.965,1.0,no_drone
seg_02942,0.96,0.99,no_drone
seg_02944,0.965,0.92,no_drone
seg_02945,0.955,1.0,no_drone
seg_02946,0.915,1.0,no_drone
seg_02950,0.895,0.98,no_drone
seg_02951,0.79,0.985,no_drone
seg_02952,0.8232788697788698,0.915,no_drone
seg_02953,0.9594871794871795,0.975,no_drone
seg_02956,0.905,1.0,no_drone
seg_02957,0.915,0.995,no_drone
seg_02958,0.695,0.99,no_drone
seg_02959,0.805,1.0,no_drone
seg_02960,0.81,1.0,no_drone
seg_02961_noise,0.815,0.53,no_drone
seg_02963,0.87,0.995,no_drone
seg_02964,0.865,0.95,no_drone
seg_02965,0.95,1.0,no_drone
seg_02966,0.87,0.97,no_drone
seg_02970,0.87,1.0,no_drone
seg_02971,0.85,0.985,no_drone
seg_02972,0.84,0.845,no_drone
seg_02974,0.795,0.9,no_drone
seg_02977,0.805,1.0,no_drone
seg_02978,0.865,0.995,no_drone
seg_02980,0.9694871794871796,0.995,no_drone
seg_02981,0.94,0.97,no_drone
seg_02984,0.93875,0.945,no_drone
seg_02986,0.9740000000000001,0.915,no_drone
seg_02987,0.95,0.925,no_drone
seg_02988,0.8897206703910615,0.985,no_drone
seg_02992,0.7848550724637682,0.94,no_drone
seg_02993,0.8725,0.985,no_drone
seg_02994,0.945,1.0,no_drone
seg_02995,0.9098550724637682,1.0,no_drone
seg_02998,0.96,1.0,no_drone
seg_02999,0.9341176470588235,1.0,no_drone
seg_03000,0.9297206703910615,1.0,no_drone
seg_03001,0.9799038461538462,0.995,no_drone
seg_03002,0.95,0.865,no_drone
seg_03003_noise,0.9838888888888888,0.575,no_drone
seg_03005,0.795,0.835,no_drone
seg_03006,0.68,0.79,no_drone
seg_03007,0.785,0.875,no_drone
seg_03008,0.84,0.995,no_drone
seg_03012,0.9792929917962608,0.99,no_drone
seg_03013,0.895,0.99,no_drone
seg_03014,0.9545652173913044,0.96,no_drone
seg_03016,0.94,0.91,no_drone
seg_03019,0.8449038461538462,0.565,no_drone
seg_03020,0.89,0.9,no_drone
seg_03022,0.91,0.975,no_drone
seg_03023,0.864927536231884,0.945,no_drone
seg_03026,0.935,1.0,no_drone
seg_03028,0.8899489795918367,0.94,no_drone
seg_03029,0.905,0.995,no_drone
seg_03030,0.94,0.715,no_drone
seg_03034,0.9348148148148148,0.975,no_drone
seg_03035,0.9,0.92,no_drone
seg_03036,0.835,0.925,no_drone
seg_03037,0.895,0.98,no_drone
seg_03040,0.9096153846153845,0.98,no_drone
seg_03041,0.8899038461538461,0.995,no_drone
seg_03042,0.91,0.985,no_drone
seg_03043,0.91,0.995,no_drone
seg_03044,0.8999444444444444,0.895,no_drone
seg_03045_noise,0.8999444444444444,0.49,no_drone
seg_03047,0.915,0.98,no_drone
seg_03048,0.725,0.99,no_drone
seg_03049,0.845,0.99,no_drone
seg_03050,0.9096666666666667,0.925,no_drone
seg_03054,0.8298550724637681,0.995,no_drone
seg_03055,0.805,0.885,no_drone
seg_03056,0.77,0.945,no_drone
seg_03058,0.8845890410958904,0.825,no_drone
seg_03061,0.83,0.88,no_drone
seg_03062,0.775,0.805,no_drone
seg_03064,0.78,0.92,no_drone
seg_03065,0.76,0.985,no_drone
seg_03068,0.825,0.89,no_drone
seg_03070,0.905,0.97,no_drone
seg_03071,0.8890449947153857,0.94,no_drone
seg_03072,0.815,0.96,no_drone
seg_03076,0.865,0.955,no_drone
seg_03077,0.785,0.995,no_drone
seg_03078,0.84,0.965,no_drone
seg_03079,0.8949444444444444,0.885,no_drone
seg_03082,0.845,0.945,no_drone
seg_03083,0.795,0.92,no_drone
seg_03084,0.835,0.965,no_drone
seg_03085,0.825,0.94,no_drone
seg_03086,0.95,0.985,no_drone
seg_03087_noise,0.96,0.6,no_drone
seg_03089,0.835,0.965,no_drone
seg_03090,0.914,0.985,no_drone
seg_03091,0.87,0.915,no_drone
seg_03092,0.82,0.955,no_drone
seg_03096,0.78,0.935,no_drone
seg_03097,0.895,0.91,no_drone
seg_03098,0.805,0.995,no_drone
seg_03100,0.8895833333333334,0.995,no_drone
seg_03103,0.8648095238095237,0.97,no_drone
seg_03104,0.84,0.985,no_drone
seg_03106,0.775,0.955,no_drone
seg_03107,0.825,0.96,no_drone
seg_03110,0.82,0.905,no_drone
seg_03112,0.89,0.97,no_drone
seg_03113,0.88825,0.95,no_drone
seg_03114,0.785,0.99,no_drone
seg_03118,0.855,0.935,no_drone
seg_03119,0.795,0.94,no_drone
seg_03120,0.83,0.915,no_drone
seg_03121,0.78,0.97,no_drone
seg_03124,0.8099038461538461,0.87,no_drone
seg_03125,0.875,0.98,no_drone
seg_03126,0.785,0.925,no_drone
seg_03127,0.805,0.825,no_drone
seg_03128,0.92,0.925,no_drone
seg_03129_noise,0.94,0.52,no_drone
seg_03131,0.84,0.985,no_drone
seg_03132,0.84,0.975,no_drone
seg_03133,0.84,0.98,no_drone
seg_03134,0.77,0.99,no_drone
seg_03138,0.785,0.97,no_drone
seg_03139,0.8,0.935,no_drone
seg_03140,0.8544444444444445,0.96,no_drone
seg_03142,0.785,0.9,no_drone
seg_03146,0.629052332856503,0.77,no_drone
seg_03147,0.4657428072998592,0.905,no_drone
seg_03148,0.6219860055546435,0.83,no_drone
seg_03149,0.662643000017952,0.875,no_drone
seg_03152,0.5773429686386073,0.875,no_drone
seg_03153,0.6505076748648178,0.865,no_drone
seg_03154,0.5954562298170424,0.97,no_drone
seg_03155,0.5317412988216628,0.91,no_drone
seg_03156,0.6518387829809863,0.765,no_drone
seg_03157_noise,0.6518387829809863,0.47,no_drone
seg_03159,0.6644103294248531,0.795,no_drone
seg_03160,0.6672792942116894,0.885,no_drone
seg_03161,0.5644070199138272,0.895,no_drone
seg_03162,0.6399137664629247,0.89,no_drone
seg_03166,0.6686157310790141,0.87,no_drone
seg_03167,0.6175157973896186,0.915,no_drone
seg_03168,0.9441766333954782,0.94,no_drone
seg_03169,0.9421377614367304,0.965,no_drone
seg_03170,0.91805277698826,0.95,no_drone
seg_03173,0.9709402348565578,0.97,no_drone
seg_03174,0.9440571551237804,0.945,no_drone
seg_03175,0.9290561940969743,0.895,no_drone
seg_03176,0.9038071303269275,0.985,no_drone
seg_03177,0.9575514799520358,1.0,no_drone
seg_03180,0.9394049975259773,0.94,no_drone
seg_03181,0.9574181731522055,0.955,no_drone
seg_03182,0.9228059533635937,0.88,no_drone
seg_03183,0.9689785592557107,0.95,no_drone
seg_03184,0.9678026382095346,0.99,no_drone
seg_03187,0.9316666666666668,0.825,no_drone
seg_03188,0.946433280797346,0.92,no_drone
seg_03189,0.8489117242879992,0.945,no_drone
seg_03190,0.9487818202230609,0.905,no_drone
seg_03191,0.9391691449703781,0.94,no_drone
seg_03194,0.9672077577688374,0.98,no_drone
seg_03195,0.9482728971110683,0.89,no_drone
seg_03196,0.9096440476190476,0.975,no_drone
seg_03197,0.9492041610131161,0.99,no_drone
seg_03198,0.9340178444786931,0.965,no_drone
seg_03201,0.963595506116419,0.98,no_drone
seg_03202,0.9393898472596586,0.99,no_drone
seg_03203,0.971991288961481,0.84,no_drone
seg_03204,0.9238771796715478,0.69,no_drone
seg_03205,0.9523677464893381,0.835,no_drone
seg_03208,0.9788972688546417,0.725,no_drone
seg_03209,0.958395135115327,0.585,no_drone
seg_03210,0.8798999999999999,0.915,no_drone
seg_03211,0.8410455655145489,0.91,no_drone
seg_03212,0.973709397466286,0.815,no_drone
seg_03215,0.9610910270671117,0.74,no_drone
seg_03216,0.9837998320702571,0.835,no_drone
seg_03217,0.8842043142043141,0.835,no_drone
seg_03218,0.9298052290536468,0.855,no_drone
seg_03219,0.8639846734446592,0.905,no_drone
seg_03222,0.895,0.89,no_drone
seg_03223,0.9584092788093812,0.935,no_drone
seg_03224,0.9187706880719745,0.98,no_drone
seg_03225,0.8144311571347272,0.97,no_drone
seg_03226,0.9547853277604301,0.815,no_drone
seg_03229,0.9748170731707317,0.94,no_drone
seg_03230,0.919957627118644,0.965,no_drone
seg_03231,0.8944942528735632,1.0,no_drone
seg_03232,0.98,1.0,no_drone
seg_03233,0.9196452864761145,0.995,no_drone
seg_03236,0.948325092071721,1.0,no_drone
seg_03237,0.8482692972804513,0.985,no_drone
seg_03238,0.968318669913862,0.96,no_drone
seg_03239,0.9589517239813681,0.985,no_drone
seg_03240,0.9771803688119246,0.965,no_drone
seg_03243,0.8952322417152361,1.0,no_drone
seg_03244,0.9642146918790641,0.985,no_drone
seg_03245,0.9298840255591054,0.965,no_drone
seg_03246,0.9265649841707984,0.985,no_drone
seg_03247,0.9645,0.99,no_drone
seg_03250,0.8545833333333333,0.995,no_drone
seg_03251,0.8796157263465468,0.95,no_drone
seg_03252,0.9486873456790123,0.995,no_drone
seg_03253,0.9587083497685895,0.985,no_drone
seg_03254,0.9687053290760638,0.995,no_drone
seg_03257,0.9075623069614974,0.985,no_drone
seg_03258,0.932326123340991,0.985,no_drone
seg_03259,0.9248648648648649,0.995,no_drone
seg_03260,0.68996875,0.895,no_drone
seg_03261,0.9378417870868835,0.96,no_drone
seg_03264,0.9282311514431194,0.98,no_drone
seg_03265,0.992511033805702,0.98,no_drone
seg_03266,0.9885772912904229,0.945,no_drone
seg_03267,0.9395148828227974,0.97,no_drone
seg_03268,0.9377473853241932,0.99,no_drone
seg_03271,0.9142429012345679,0.965,no_drone
seg_03272,0.969980079681275,0.995,no_drone
seg_03273,0.655,1.0,no_drone
seg_03274,0.8285591879182492,1.0,no_drone
seg_03275,0.959980079681275,0.99,no_drone
seg_03278,0.9700214377029627,0.995,no_drone
seg_03279,0.889867294973545,1.0,no_drone
seg_03280,0.916924360400445,0.975,no_drone
seg_03281,0.9694721009748289,0.97,no_drone
seg_03282,0.9340282289949982,0.985,no_drone
seg_03285,0.9723945147679325,0.875,no_drone
seg_03286,0.9642827616531044,0.97,no_drone
seg_03287,0.9865426915063044,1.0,no_drone
seg_03288,0.9551060112812008,1.0,no_drone
seg_03289,0.911066276563214,1.0,no_drone
seg_03292,0.8988057172736406,0.995,no_drone
seg_03293,0.973993744281876,0.995,no_drone
seg_03294,0.9798287460559999,0.955,no_drone
seg_03295,0.9547278481012659,0.565,no_drone
seg_03296,0.9579326098989327,0.98,no_drone
seg_03299,0.9049293000314382,1.0,no_drone
seg_03300,0.9568381940402311,0.94,no_drone
seg_03301,0.9466854530539712,0.99,no_drone
seg_03302,0.7448093093093092,0.97,no_drone
seg_03303,0.9047581661008313,0.875,no_drone
seg_03306,0.929141446208113,0.96,no_drone
seg_03307,0.8998088257372748,0.98,no_drone
seg_03308,0.9572499999999999,0.93,no_drone
seg_03309,0.7492993652277197,0.975,no_drone
seg_03310,0.9096974129743535,1.0,no_drone
seg_03313,0.9443945147679326,0.97,no_drone
seg_03314,0.9531838515251744,0.94,no_drone
seg_03315,0.9441287269098673,0.97,no_drone
seg_03316,0.9238747795414463,0.9,no_drone
seg_03317,0.9684098324149655,0.965,no_drone
seg_03320,0.8348005057578587,0.97,no_drone
seg_03321,0.8019481981981982,0.96,no_drone
seg_03322,0.9882423373767427,0.855,no_drone
seg_03323,0.8825,0.855,no_drone
seg_03324,0.9334066122780773,0.92,no_drone
seg_03327,0.9245786116322702,0.895,no_drone
seg_03328,0.9275209169021654,0.925,no_drone
seg_03329,0.8783161340852129,0.995,no_drone
seg_03330,0.9165689900426741,0.965,no_drone
seg_03331,0.9724490477880525,0.945,no_drone
seg_03334,0.8360916327548651,0.9,no_drone
seg_03335,0.979090909090909,0.985,no_drone
seg_03336,0.9743855968513566,0.89,no_drone
seg_03337,0.9149107142857144,0.905,no_drone
seg_03338,0.8246636736269392,0.96,no_drone
seg_03341,0.9636182155624948,0.955,no_drone
seg_03342,0.9035321680879089,0.975,no_drone
seg_03343,0.9938558791696142,0.99,no_drone
seg_03344,0.8242857142857143,0.965,no_drone
seg_03345,0.9193709564268673,0.975,no_drone
seg_03348,0.963504052196692,0.98,no_drone
seg_03349,0.8844959001209002,0.95,no_drone
seg_03350,0.9831527089709824,0.99,no_drone
seg_03351,0.9788063776423199,0.905,no_drone
seg_03352,0.968055574038982,0.94,no_drone
seg_03355,0.8970740787778335,1.0,no_drone
seg_03356,0.929942294973545,1.0,no_drone
seg_03357,0.919127959341225,1.0,no_drone
seg_03358,0.9549641052403802,0.985,no_drone
seg_03359,0.88,0.86,no_drone
seg_03362,0.9335231834616633,0.975,no_drone
seg_03363,0.9442795509524955,1.0,no_drone
seg_03364,0.979035516979819,0.965,no_drone
seg_03365,0.8246622152395915,0.995,no_drone
seg_03366,0.9536602840310187,1.0,no_drone
seg_03369,0.8571479568642798,0.99,no_drone
seg_03370,0.9686422791927712,1.0,no_drone
seg_03371,0.955,1.0,no_drone
seg_03372,0.9397529593412248,0.98,no_drone
seg_03373,0.9090916563218963,1.0,no_drone
seg_03376,0.8233333333333335,0.985,no_drone
seg_03377,0.965,0.995,no_drone
seg_03378,0.9599641052403802,0.99,no_drone
seg_03379,0.9930747943000948,0.965,no_drone
seg_03380,0.9936199653371781,0.965,no_drone
seg_03383,0.9734726033460211,0.985,no_drone
seg_03384,0.9748050758515409,0.87,no_drone
seg_03385,0.9342209366109436,0.955,no_drone
seg_03386,0.943342979941664,0.99,no_drone
seg_03387,0.8147368421052632,0.955,no_drone
seg_03390,0.9636815140810626,0.96,no_drone
seg_03391,0.9145071558153597,0.975,no_drone
seg_03392,0.9340843455289907,0.995,no_drone
seg_03393,0.9835611375324277,0.985,no_drone
seg_03394,0.9548095238095238,0.985,no_drone
seg_03397,0.9444930809398122,0.975,no_drone
seg_03398,0.933840909090909,0.965,no_drone
seg_03399,0.869973544973545,0.985,no_drone
seg_03400,0.9698146353990768,0.995,no_drone
seg_03401,0.9591810305885592,0.99,no_drone
seg_03404,0.8196516211061666,0.975,no_drone
seg_03405,0.9242164462081129,0.96,no_drone
seg_03406,0.9775421334359631,1.0,no_drone
seg_03407,0.9340059886281594,1.0,no_drone
seg_03408,0.8633459056247571,0.975,no_drone
seg_03411,0.91,0.935,no_drone
seg_03412,0.9099256437019188,0.995,no_drone
seg_03413,0.9643036343501459,1.0,no_drone
seg_03414,0.9394941105406222,0.92,no_drone
seg_03415,0.9090657216494844,0.965,no_drone
seg_03418,0.9348945147679325,0.99,no_drone
seg_03419,0.813942949179897,0.99,no_drone
seg_03420,0.86,0.96,no_drone
seg_03421,0.9243003731343283,0.99,no_drone
seg_03422,0.9243843162144205,0.955,no_drone
seg_03425,0.9677249029642789,0.98,no_drone
seg_03426,0.9375922123469386,0.965,no_drone
seg_03427,0.9296378192908883,0.985,no_drone
seg_03428,0.939506222943723,0.955,no_drone
seg_03429,0.9487735749934332,1.0,no_drone
seg_03432,0.9388635766605308,0.96,no_drone
seg_03433,0.9378559263855517,0.985,no_drone
seg_03434,0.9195738035748607,0.855,no_drone
seg_03435,0.8659229153998176,0.995,no_drone
seg_03436,0.8892288944239461,0.99,no_drone
seg_03439,0.8713861788617885,0.985,no_drone
seg_03440,0.89,0.965,no_drone
seg_03441,0.869927536231884,0.985,no_drone
seg_03442,0.9294446039035591,0.93,no_drone
seg_03443,0.8369820406865861,0.96,no_drone
seg_03446,0.9345192307692308,0.96,no_drone
seg_03447,0.9172761888152542,0.99,no_drone
seg_03448,0.8058281281894264,0.965,no_drone
seg_03449,0.81,0.895,no_drone
seg_03450,0.9777825522758259,0.97,no_drone
seg_03453,0.929405153508772,0.985,no_drone
seg_03454,0.85,1.0,no_drone
seg_03455,0.9623298985465764,0.99,no_drone
seg_03456,0.8753681364748559,0.98,no_drone
seg_03457,0.9147195121951219,0.97,no_drone
seg_03460,0.9420265009113692,0.955,no_drone
seg_03461,0.9448945147679325,0.995,no_drone
seg_03462,0.8399327354260089,0.985,no_drone
seg_03463,0.9188287480063795,0.91,no_drone
seg_03464,0.8593923873821442,0.97,no_drone
seg_03467,0.8347983609217786,0.89,no_drone
seg_03468,0.915,0.805,no_drone
seg_03469,0.914439969313387,0.94,no_drone
seg_03470,0.9545575396825395,0.885,no_drone
seg_03471,0.9084968379901116,0.825,no_drone
seg_03474,0.918796556191628,0.89,no_drone
seg_03475,0.8459941520467836,0.845,no_drone
seg_03476,0.9591635046567782,0.91,no_drone
seg_03477,0.8696244807460972,0.92,no_drone
seg_03478,0.875,0.895,no_drone
seg_03481,0.9443733274647887,0.83,no_drone
seg_03482,0.8927523442705539,0.965,no_drone
seg_03483,0.8584690787935471,0.97,no_drone
seg_03484,0.8449275362318841,0.995,no_drone
seg_03485,0.8894366380431954,0.985,no_drone
seg_03488,0.9553706870687069,1.0,no_drone
seg_03489,0.8888837209302326,0.985,no_drone
seg_03490,0.9092926467471923,0.995,no_drone
seg_03491,0.89,0.935,no_drone
seg_03492,0.8934576271186441,0.955,no_drone
seg_03495,0.875,0.885,no_drone
